238235,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:proceedingsofbio14biol/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238235
238236,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:plantsxrays00bres/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238236
238237,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:proceedingsofamep59amer/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238237
238240,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:proceedingsofamep50150amer/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238240
238241,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:popularsciencemo48newy/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238241
238242,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:postilla601962peab/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238242
238244,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:proceedingsofamep27amer/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238244
238248,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:provisionallisto00cock/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238248
238261,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:proceedingsofame1898amer/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238261
238266,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:plantspoisonoust00long/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238266
238273,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:postilla721962peab/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238273
238276,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:pamphletsonlumbe01lumbrich/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238276
238282,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:phytologia791glea/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238282
238283,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:proceedingsofame37amer/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238283
238284,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:proceedingsofaca1912acad/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238284
238292,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:protectionofwood00fruoft/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238292
238294,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:proceedingsofsec62koni/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238294
238296,http://api.dar.bibalex.org/DarAccessLayer/DAF-BHL:phytologia60glea/getStream/descMetadata,http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:238296
